County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd,Location,ClientLocator,SiteID
King,Andrews Bay - Seward Park,L68442-4,8,08/28/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68442-4,8,08/28/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68379-4,8,08/21/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68379-4,8,08/21/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68303-4,8,08/14/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68303-4,8,08/14/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68289-4,8,08/07/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68289-4,8,08/07/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68231-4,8,07/31/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68231-4,8,07/31/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68165-4,8,07/24/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68165-4,8,07/24/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68116-4,8,07/17/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68116-4,8,07/17/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68070-4,8,07/10/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68070-4,8,07/10/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68060-4,8,07/05/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68060-12,8,07/05/2017,Anatoxin-a,<MDL,0.165,No,No,,,197
King,Andrews Bay - Seward Park,L68060-12,8,07/05/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68060-4,8,07/05/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68034-4,8,06/26/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L68006-4,8,06/19/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L67911-4,8,06/12/2017,Microcystin,<MDL,0.150,No,No,,,197
King,Andrews Bay - Seward Park,L66445-13,8,10/24/2016,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L66445-13,8,10/24/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66325-13,8,10/17/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66237-13,8,10/10/2016,Anatoxin-a,0.010,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L66237-13,8,10/10/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66156-13,8,10/03/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66105-13,8,09/26/2016,Anatoxin-a,0.026,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L66105-13,8,09/26/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66089-16,8,09/19/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66054-16,8,09/12/2016,Anatoxin-a,0.013,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L66054-16,8,09/12/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L66024-16,8,09/06/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65985-16,8,08/29/2016,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L65985-16,8,08/29/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65985-30,8,08/29/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65943-16,8,08/22/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65902-16,8,08/15/2016,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L65902-16,8,08/15/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65902-27,8,08/15/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65870-16,8,08/08/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65832-16,8,08/01/2016,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L65832-16,8,08/01/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65753-16,8,07/25/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65710-16,8,07/18/2016,Anatoxin-a,0.013,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L65710-16,8,07/18/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65680-16,8,07/11/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65646-16,8,07/05/2016,Anatoxin-a,0.025,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L65646-16,8,07/05/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65601-16,8,06/27/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65568-16,8,06/20/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65530-16,8,06/13/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L65481-16,8,06/06/2016,Microcystin,<MDL,0.200,No,No,,,197
King,Andrews Bay - Seward Park,L64640-2,8,01/14/2016,Microcystin,<MDL,0.800,No,Yes,,0813KING197_16_004,197
King,Andrews Bay - Seward Park,L64021-13,8,10/26/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63927-13,8,10/19/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63927-13,8,10/19/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63846-13,8,10/12/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63818-13,8,10/05/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63818-13,8,10/05/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63801-13,8,09/28/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63745-13,8,09/21/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63745-13,8,09/21/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63662-16,8,09/14/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63599-16,8,09/08/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63599-16,8,09/08/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63513-16,8,08/31/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63493-16,8,08/24/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63493-16,8,08/24/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63433-16,8,08/17/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63264-16,8,08/10/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63264-16,8,08/10/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63259-16,8,08/03/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63179-16,8,07/27/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63179-16,8,07/27/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63178-16,8,07/20/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63119-16,8,07/13/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63119-16,8,07/13/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63115-16,8,07/06/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63063-16,8,06/29/2015,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L63063-16,8,06/29/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L63008-16,8,06/22/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L62981-16,8,06/15/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L62938-16,8,06/08/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L62857-16,8,06/01/2015,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61451-13,8,10/27/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61449-13,8,10/20/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L61449-13,8,10/20/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61278-13,8,10/13/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61226-13,8,10/06/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L61226-13,8,10/06/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61225-13,8,09/29/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61224-13,8,09/22/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L61224-13,8,09/22/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61053-16,8,09/15/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L61052-16,8,09/08/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L61052-16,8,09/08/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60939-16,8,09/02/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60865-16,8,08/25/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60865-16,8,08/25/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60765-16,8,08/18/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60729-16,8,08/11/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60729-16,8,08/11/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60667-27,8,08/04/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60667-27,8,08/04/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60667-16,8,08/04/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60634-16,8,07/28/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60634-16,8,07/28/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60633-16,8,07/21/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60567-16,8,07/14/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60567-16,8,07/14/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60493-16,8,07/07/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60437-16,8,06/30/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60437-16,8,06/30/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60428-16,8,06/23/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60426-16,8,06/16/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60426-16,8,06/16/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60410-16,8,06/09/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60362-16,8,06/02/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60362-16,8,06/02/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L60289-16,8,05/12/2014,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L60289-16,8,05/12/2014,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58823-13,8,10/28/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58822-13,8,10/21/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58822-13,8,10/21/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58821-13,8,10/14/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58820-13,8,10/07/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58820-13,8,10/07/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58696-13,8,09/30/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58695-13,8,09/23/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58695-13,8,09/23/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58556-16,8,09/16/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58555-16,8,09/09/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58555-16,8,09/09/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58424-16,8,09/03/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58423-16,8,08/26/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58423-16,8,08/26/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58354-16,8,08/19/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58288-16,8,08/12/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58288-16,8,08/12/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58287-16,8,08/05/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58286-16,8,07/29/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58286-16,8,07/29/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58256-16,8,07/22/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58165-16,8,07/15/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58165-16,8,07/15/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58099-16,8,07/08/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58097-16,8,07/01/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58097-16,8,07/01/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58064-16,8,06/24/2013,Microcystin,<MDL,0.160,No,No,,,197
King,Andrews Bay - Seward Park,L58025-16,8,06/17/2013,Anatoxin-a,<MDL,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L58025-16,8,06/17/2013,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L58024-16,8,06/10/2013,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L57933-16,8,06/03/2013,Anatoxin-a,0.025,0.010,No,No,,,197
King,Andrews Bay - Seward Park,L57933-16,8,06/03/2013,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L57932-16,8,05/28/2013,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56603-13,8,10/22/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56601-13,8,10/15/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56601-13,8,10/15/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56600-13,8,10/08/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56414-16,8,10/01/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56414-16,8,10/01/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56371-16,8,09/17/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56371-16,8,09/17/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56370-16,8,09/10/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56369-16,8,09/04/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56369-16,8,09/04/2012,Microcystin,0.051,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56224-16,8,08/27/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56224-16,8,08/27/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56223-16,8,08/20/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56154-16,8,08/13/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L56154-16,8,08/13/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L56123-16,8,08/06/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55974-16,8,07/30/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55974-16,8,07/30/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55973-16,8,07/23/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55952-16,8,07/16/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55952-16,8,07/16/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55910-16,8,07/09/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55909-16,8,07/02/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55909-16,8,07/02/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55908-16,8,06/25/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55908-16,8,06/25/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55857-16,8,06/18/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55782-16,8,06/11/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55782-16,8,06/11/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55777-16,8,06/04/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55732-16,8,05/29/2012,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55732-16,8,05/29/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55697-16,8,05/21/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L55696-16,8,05/14/2012,Anatoxin-a,0.019,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L55696-16,8,05/14/2012,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54376-13,8,10/24/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54373-13,8,10/17/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L54373-13,8,10/17/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54221-13,8,10/10/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54311-13,8,10/03/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L54311-13,8,10/03/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54217-13,8,09/26/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54098-16,8,09/19/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L54098-16,8,09/19/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L54097-16,8,09/12/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53911-16,8,09/06/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53911-16,8,09/06/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53910-16,8,08/29/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53910-16,8,08/29/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53906-16,8,08/22/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53782-15,8,08/15/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53782-15,8,08/15/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53780-15,8,08/08/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53562-15,8,08/01/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53562-15,8,08/01/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53561-15,8,07/25/2011,Microcystin,0.054,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53522-15,8,07/18/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53522-15,8,07/18/2011,Microcystin,0.060,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53520-15,8,07/11/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53470-15,8,07/05/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53470-15,8,07/05/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53432-15,8,06/27/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53432-15,8,06/27/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53424-15,8,06/20/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53324-15,8,06/13/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53324-15,8,06/13/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53320-15,8,06/06/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53319-15,8,05/31/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53319-15,8,05/31/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53248-15,8,05/23/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L53241-15,8,05/16/2011,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L53241-15,8,05/16/2011,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51784-14,8,10/25/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51783-14,8,10/18/2010,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51783-14,8,10/18/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51910-14,8,10/11/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51781-14,8,10/04/2010,Anatoxin-a,0.040,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51781-14,8,10/04/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51779-14,8,09/27/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51603-16,8,09/20/2010,Anatoxin-a,0.056,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51603-16,8,09/20/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51602-16,8,09/13/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51600-16,8,09/07/2010,Anatoxin-a,0.019,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51600-16,8,09/07/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51486-16,8,08/30/2010,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51486-16,8,08/30/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51446-16,8,08/23/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51445-16,8,08/16/2010,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51445-16,8,08/16/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51311-16,8,08/09/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51309-16,8,08/02/2010,Anatoxin-a,<MDL,0.019,No,No,,,197
King,Andrews Bay - Seward Park,L51309-16,8,08/02/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51202-16,8,07/26/2010,Microcystin,<MDL,0.050,No,No,,,197
King,Andrews Bay - Seward Park,L51201-16,8,07/19/2010,Anatoxin-a,<MDL,0.019,No,No,,,197
