County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd,Location,ClientLocator,SiteID
King,Hidden Lake Beach,L77739-7,8,09/13/2021,Anatoxin-a,<MDL,0.010,No,Yes,South end of lake,0207KING193_21_361,193
King,Hidden Lake Beach,L77739-7,8,09/13/2021,Microcystin,<MDL,0.150,No,Yes,South end of lake,0207KING193_21_361,193
King,Hidden Lake Beach,L77685-3,8,09/07/2021,Anatoxin-a,<MDL,0.010,No,Yes,Swim beach,0207KING193_21_329,193
King,Hidden Lake Beach,L77685-3,8,09/07/2021,Microcystin,<MDL,0.150,No,Yes,Swim beach,0207KING193_21_329,193
King,Hidden Lake Beach,L77568-1,8,08/16/2021,Anatoxin-a,<MDL,0.010,No,Yes,Near shore,0207KING193_21_235,193
King,Hidden Lake Beach,L77568-1,8,08/16/2021,Microcystin,<MDL,0.150,No,Yes,Near shore,0207KING193_21_235,193
King,Hidden Lake Beach,L77472-1,8,08/02/2021,Anatoxin-a,<MDL,0.010,No,Yes,NW SHORE,0207KING193_21_180,193
King,Hidden Lake Beach,L77472-1,8,08/02/2021,Microcystin,<MDL,0.150,No,Yes,NW SHORE,0207KING193_21_180,193
King,Idylwood Beach,L81722-14,8,05/31/2023,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80390-10,8,10/24/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80390-10,8,10/24/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80349-10,8,10/17/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80349-10,8,10/17/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80294-10,8,10/11/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80294-10,8,10/11/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80236-10,8,10/03/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80236-10,8,10/03/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80172-10,8,09/26/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80172-10,8,09/26/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80148-14,8,09/20/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80148-14,8,09/20/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80106-14,8,09/13/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80106-14,8,09/13/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80084-14,8,09/07/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80084-14,8,09/07/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L80019-14,8,08/30/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L80019-14,8,08/30/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79965-14,8,08/23/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79965-14,8,08/23/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79875-14,8,08/16/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79875-14,8,08/16/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79807-14,8,08/09/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79807-14,8,08/09/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79764-14,8,08/02/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79764-14,8,08/02/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79717-14,8,07/26/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79717-14,8,07/26/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79633-14,8,07/19/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79633-14,8,07/19/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79617-14,8,07/12/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79617-14,8,07/12/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79545-14,8,07/06/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79545-14,8,07/06/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79526-14,8,06/28/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79526-14,8,06/28/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79438-14,8,06/22/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79438-14,8,06/22/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79380-14,8,06/14/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79380-14,8,06/14/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79343-17,8,06/07/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79343-14,8,06/07/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79343-14,8,06/07/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79343-17,8,06/07/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L79281-14,8,05/31/2022,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L79281-14,8,05/31/2022,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77941-10,8,10/26/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77941-10,8,10/26/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77938-12,8,10/19/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77938-10,8,10/19/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77938-10,8,10/19/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77938-12,8,10/19/2021,Microcystin,0.309,0.150,No,No,,,194
King,Idylwood Beach,L77901-10,8,10/12/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77901-10,8,10/12/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77874-10,8,10/05/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77874-10,8,10/05/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77822-10,8,09/28/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77822-10,8,09/28/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77728-14,8,09/22/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77728-14,8,09/22/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77723-14,8,09/15/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77723-14,8,09/15/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77644-14,8,09/08/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77644-14,8,09/08/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77613-14,8,09/01/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77613-14,8,09/01/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77514-14,8,08/25/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77514-14,8,08/25/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77499-14,8,08/18/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77499-14,8,08/18/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77464-14,8,08/11/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77464-14,8,08/11/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77415-14,8,08/04/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77415-14,8,08/04/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77360-14,8,07/28/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77360-14,8,07/28/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77323-14,8,07/21/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77323-14,8,07/21/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77271-14,8,07/14/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77271-14,8,07/14/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77251-14,8,07/07/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77251-14,8,07/07/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77196-14,8,06/30/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77196-14,8,06/30/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77149-14,8,06/23/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77149-14,8,06/23/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77108-14,8,06/16/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77108-14,8,06/16/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L77058-14,8,06/09/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77058-14,8,06/09/2021,Microcystin,0.153,0.150,No,No,,,194
King,Idylwood Beach,L77024-14,8,06/02/2021,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L77024-14,8,06/02/2021,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75746-10,8,10/27/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75746-10,8,10/27/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75716-10,8,10/20/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75716-10,8,10/20/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75672-10,8,10/13/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75672-10,8,10/13/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75621-10,8,10/06/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75621-10,8,10/06/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75573-10,8,09/29/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75573-10,8,09/29/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75531-10,8,09/22/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75531-10,8,09/22/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75431-14,8,09/09/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75431-14,8,09/09/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75330-14,8,09/02/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75330-14,8,09/02/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75320-14,8,08/26/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75320-14,8,08/26/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75265-14,8,08/19/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75265-14,8,08/19/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75228-14,8,08/12/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75228-14,8,08/12/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75185-14,8,08/05/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75185-14,8,08/05/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75107-14,8,07/29/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75107-14,8,07/29/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75050-14,8,07/22/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75050-14,8,07/22/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L75008-14,8,07/15/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L75008-14,8,07/15/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74952-14,8,07/08/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74952-14,8,07/08/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74925-14,8,06/30/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74925-14,8,06/30/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74838-14,8,06/24/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74838-14,8,06/24/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74827-14,8,06/17/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74827-14,8,06/17/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74795-14,8,06/10/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74795-14,8,06/10/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L74722-14,8,06/03/2020,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L74722-14,8,06/03/2020,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73459-10,8,10/21/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73459-10,8,10/21/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73391-10,8,10/14/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73391-10,8,10/14/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73338-10,8,10/07/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73338-10,8,10/07/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73331-10,8,09/30/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73331-10,8,09/30/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73312-10,8,09/23/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73312-10,8,09/23/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73197-14,8,09/16/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73197-14,8,09/16/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73165-14,8,09/09/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73165-14,8,09/09/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73108-14,8,09/03/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73108-18,8,09/03/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73108-18,8,09/03/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73108-14,8,09/03/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73075-14,8,08/26/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L73075-14,8,08/26/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L73039-14,8,08/19/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72973-14,8,08/12/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72863-14,8,08/05/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72812-14,8,07/29/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72812-14,8,07/29/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72786-14,8,07/22/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72786-14,8,07/22/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72713-14,8,07/15/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72713-14,8,07/15/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72676-14,8,07/08/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72676-14,8,07/08/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72632-14,8,07/01/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72632-14,8,07/01/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72573-14,8,06/24/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72573-14,8,06/24/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72516-14,8,06/17/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72516-14,8,06/17/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72499-14,8,06/10/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L72472-14,8,06/03/2019,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L72472-14,8,06/03/2019,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L71147-10,8,10/22/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L71081-10,8,10/15/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L71081-10,8,10/15/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L71031-10,8,10/08/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L71031-10,8,10/08/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L71010-10,8,10/01/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L71010-10,8,10/01/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70970-10,8,09/24/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70970-10,8,09/24/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70925-1,8,09/17/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70834-1,8,09/10/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70834-1,8,09/10/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70791-1,8,09/04/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70791-1,8,09/04/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70781-1,8,08/27/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70781-1,8,08/27/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70736-1,8,08/20/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70736-1,8,08/20/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70614-1,8,08/13/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70614-1,8,08/13/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70554-1,8,08/06/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70554-1,8,08/06/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70528-1,8,07/30/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70528-1,8,07/30/2018,Microcystin,0.152,0.150,No,No,,,194
King,Idylwood Beach,L70460-1,8,07/23/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70460-1,8,07/23/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70438-1,8,07/16/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70438-1,8,07/16/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70420-1,8,07/09/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70420-1,8,07/09/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70334-1,8,07/02/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70308-1,8,06/25/2018,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L70308-1,8,06/25/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70289-1,8,06/18/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70225-1,8,06/11/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L70186-1,8,06/04/2018,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68835-11,8,10/23/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68835-11,8,10/23/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68753-11,8,10/16/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68753-11,8,10/16/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68701-11,8,10/09/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68701-11,8,10/09/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68678-11,8,10/02/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68678-11,8,10/02/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68616-11,8,09/25/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68616-11,8,09/25/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68558-14,8,09/18/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68558-14,8,09/18/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68543-14,8,09/11/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68543-14,8,09/11/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68480-14,8,09/05/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68480-14,8,09/05/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68441-14,8,08/28/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68441-14,8,08/28/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68378-14,8,08/21/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68378-14,8,08/21/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68302-14,8,08/14/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68302-14,8,08/14/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68288-14,8,08/07/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68288-14,8,08/07/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68230-14,8,07/31/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68230-14,8,07/31/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68164-14,8,07/24/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68164-14,8,07/24/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68115-14,8,07/17/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68115-14,8,07/17/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68069-14,8,07/10/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68069-14,8,07/10/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68059-14,8,07/05/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68059-14,8,07/05/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68032-14,8,06/26/2017,Anatoxin-a,<MDL,0.165,No,No,,,194
King,Idylwood Beach,L68032-14,8,06/26/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L68005-14,8,06/19/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L67910-14,8,06/12/2017,Microcystin,<MDL,0.150,No,No,,,194
King,Idylwood Beach,L66445-2,8,10/24/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66325-2,8,10/17/2016,Anatoxin-a,<MDL,0.010,No,No,,,194
King,Idylwood Beach,L66325-2,8,10/17/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66237-2,8,10/10/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66156-2,8,10/03/2016,Anatoxin-a,<MDL,0.010,No,No,,,194
King,Idylwood Beach,L66156-2,8,10/03/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66105-2,8,09/26/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66089-2,8,09/19/2016,Anatoxin-a,<MDL,0.010,No,No,,,194
King,Idylwood Beach,L66089-2,8,09/19/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66054-2,8,09/12/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L66024-2,8,09/06/2016,Anatoxin-a,<MDL,0.010,No,No,,,194
King,Idylwood Beach,L66024-2,8,09/06/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L65985-2,8,08/29/2016,Microcystin,<MDL,0.200,No,No,,,194
King,Idylwood Beach,L65943-2,8,08/22/2016,Anatoxin-a,<MDL,0.010,No,No,,,194
King,Idylwood Beach,L65943-2,8,08/22/2016,Microcystin,<MDL,0.200,No,No,,,194
